,cod_ship,Order ID,Order Date,Ship Date,Ship Mode,City
1181,1182,CA-2018-155985,23/03/2018,25/03/2018,First Class,San Francisco
1182,1183,CA-2015-162684,01/08/2015,06/08/2015,Standard Class,Philadelphia
1183,1184,CA-2016-142041,07/06/2016,09/06/2016,Second Class,Los Angeles
1184,1185,CA-2015-151295,12/11/2015,16/11/2015,Standard Class,Los Angeles
1185,1186,CA-2017-156300,29/12/2017,02/01/2018,Standard Class,Milwaukee
1186,1187,CA-2016-146087,06/07/2016,11/07/2016,Standard Class,Holyoke
1187,1188,CA-2018-168655,12/10/2018,18/10/2018,Standard Class,Albuquerque
1188,1189,CA-2017-107202,21/05/2017,28/05/2017,Standard Class,Sparks
1189,1190,CA-2018-159597,09/11/2018,14/11/2018,Standard Class,Coachella
1190,1191,CA-2017-155551,18/04/2017,23/04/2017,Standard Class,Elmhurst
1191,1192,US-2018-147669,25/12/2018,30/12/2018,Standard Class,Fairfield
1192,1193,CA-2017-169922,11/06/2017,17/06/2017,Standard Class,Arlington
1193,1194,CA-2018-100748,13/05/2018,20/05/2018,Standard Class,San Francisco
1194,1195,CA-2018-129805,28/12/2018,02/01/2019,Standard Class,Seattle
1195,1196,CA-2015-148586,25/03/2015,01/04/2015,Standard Class,New York City
1196,1197,US-2018-112613,28/05/2018,01/06/2018,Standard Class,Houston
1197,1198,CA-2016-154746,14/11/2016,17/11/2016,First Class,Springfield
1198,1199,CA-2018-140053,03/07/2018,10/07/2018,Standard Class,Farmington
1199,1200,CA-2015-164210,18/11/2015,20/11/2015,Second Class,Louisville
1200,1201,CA-2018-139948,17/07/2018,22/07/2018,Standard Class,Tampa
1201,1202,CA-2017-146934,22/05/2017,27/05/2017,Standard Class,Passaic
1202,1203,CA-2016-100573,25/09/2016,01/10/2016,Standard Class,Los Angeles
1203,1204,CA-2017-119165,31/10/2017,06/11/2017,Standard Class,Philadelphia
1204,1205,CA-2016-128027,14/09/2016,17/09/2016,Second Class,North Charleston
1205,1206,CA-2017-140207,05/11/2017,10/11/2017,Standard Class,San Jose
1206,1207,CA-2018-140949,17/03/2018,22/03/2018,Second Class,New York City
1207,1208,CA-2018-138548,15/08/2018,21/08/2018,Standard Class,Plainfield
1208,1209,CA-2016-142419,11/07/2016,13/07/2016,Second Class,Seattle
1209,1210,CA-2018-148691,03/12/2018,09/12/2018,Standard Class,New York City
1210,1211,CA-2018-128755,04/05/2018,08/05/2018,Standard Class,Newport News
1211,1212,US-2017-135923,22/01/2017,28/01/2017,Standard Class,Fayetteville
1212,1213,CA-2017-114972,03/11/2017,06/11/2017,First Class,Los Angeles
1213,1214,CA-2018-102750,04/09/2018,08/09/2018,Second Class,Los Angeles
1214,1215,CA-2015-145212,13/09/2015,19/09/2015,Standard Class,New York City
1215,1216,CA-2018-141992,19/06/2018,25/06/2018,Standard Class,Dallas
1216,1217,CA-2018-147956,24/12/2018,31/12/2018,Standard Class,Seattle
1217,1218,CA-2018-126067,28/08/2018,03/09/2018,Standard Class,Seattle
1218,1219,CA-2016-104514,02/01/2016,04/01/2016,Second Class,Newark
1219,1220,CA-2016-141040,09/10/2016,13/10/2016,Second Class,New York City
1220,1221,CA-2015-113579,13/12/2015,15/12/2015,Second Class,Los Angeles
1221,1222,CA-2015-144624,19/11/2015,23/11/2015,Standard Class,Jamestown
1222,1223,CA-2017-146206,10/09/2017,14/09/2017,Second Class,Houston
1223,1224,CA-2015-136644,16/06/2015,22/06/2015,Standard Class,Mishawaka
1224,1225,CA-2016-122371,26/09/2016,01/10/2016,Standard Class,San Diego
1225,1226,CA-2017-126935,19/05/2017,24/05/2017,Standard Class,San Francisco
1226,1227,US-2018-133781,22/06/2018,23/06/2018,First Class,Miami
1227,1228,CA-2018-131618,17/06/2018,20/06/2018,First Class,Skokie
1228,1229,CA-2017-149482,14/11/2017,19/11/2017,Standard Class,San Francisco
1229,1230,CA-2015-143917,25/07/2015,27/07/2015,Second Class,San Francisco
1230,1231,CA-2016-120397,02/07/2016,02/07/2016,Same Day,Houston
1231,1232,CA-2018-163902,02/03/2018,08/03/2018,Standard Class,Los Angeles
1232,1233,CA-2017-136812,18/11/2017,23/11/2017,Standard Class,Oklahoma City
1233,1234,CA-2016-102722,18/04/2016,19/04/2016,First Class,Monroe
1234,1235,CA-2018-155089,02/12/2018,06/12/2018,Standard Class,Tampa
1235,1236,CA-2017-124506,11/11/2017,17/11/2017,Standard Class,Chicago
1236,1237,CA-2015-106572,05/09/2015,10/09/2015,Standard Class,Bowling Green
1237,1238,CA-2015-128888,15/11/2015,22/11/2015,Standard Class,Houston
1238,1239,CA-2018-123134,02/05/2018,07/05/2018,Standard Class,Westfield
1239,1240,CA-2017-124352,15/10/2017,21/10/2017,Standard Class,Oklahoma City
1240,1241,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,Houston
1241,1242,CA-2015-108707,24/10/2015,29/10/2015,Standard Class,Fort Lauderdale
1242,1243,CA-2015-111500,17/08/2015,21/08/2015,Standard Class,Little Rock
1243,1244,US-2018-117723,15/08/2018,18/08/2018,Second Class,Philadelphia
1244,1245,CA-2016-143238,06/09/2016,08/09/2016,First Class,La Quinta
1245,1246,CA-2016-168746,27/01/2016,29/01/2016,Second Class,Cleveland
1246,1247,CA-2016-113404,16/07/2016,16/07/2016,Same Day,San Francisco
1247,1248,CA-2017-144792,30/04/2017,04/05/2017,Standard Class,Scottsdale
1248,1249,CA-2015-164385,26/09/2015,01/10/2015,Second Class,Philadelphia
1249,1250,US-2017-114174,08/09/2017,14/09/2017,Standard Class,Malden
1250,1251,CA-2018-108070,16/04/2018,20/04/2018,Standard Class,San Jose
1251,1252,US-2016-128090,16/08/2016,22/08/2016,Standard Class,Phoenix
1252,1253,CA-2018-101042,19/11/2018,23/11/2018,Standard Class,Henderson
1253,1254,CA-2017-155439,14/09/2017,18/09/2017,Standard Class,Columbia
1254,1255,CA-2017-118626,15/08/2017,20/08/2017,Standard Class,Tallahassee
1255,1256,CA-2016-111458,26/09/2016,30/09/2016,Standard Class,New York City
1256,1257,US-2017-126844,08/10/2017,14/10/2017,Standard Class,Houston
1257,1258,US-2016-112508,24/03/2016,30/03/2016,Standard Class,Coral Springs
1258,1259,CA-2016-147788,31/05/2016,04/06/2016,Standard Class,Orem
1259,1260,CA-2016-144288,25/12/2016,31/12/2016,Standard Class,Nashville
1260,1261,CA-2016-110632,17/03/2016,22/03/2016,Second Class,New York City
1261,1262,CA-2018-109589,21/12/2018,24/12/2018,First Class,Bowling Green
1262,1263,CA-2018-123967,01/11/2018,03/11/2018,Second Class,Bellingham
1263,1264,CA-2018-148929,07/09/2018,11/09/2018,Standard Class,New York City
1264,1265,CA-2018-134404,27/12/2018,27/12/2018,Same Day,Newark
1265,1266,CA-2018-109778,16/07/2018,21/07/2018,Standard Class,Woodstock
1266,1267,CA-2017-155845,12/08/2017,15/08/2017,Second Class,Carrollton
1267,1268,CA-2018-145128,09/07/2018,14/07/2018,Standard Class,Lafayette
1268,1269,CA-2015-129091,22/11/2015,27/11/2015,Standard Class,Columbus
1269,1270,US-2015-155502,26/01/2015,31/01/2015,Standard Class,Alexandria
1270,1271,CA-2016-121041,03/11/2016,10/11/2016,Standard Class,Haltom City
1271,1272,CA-2018-131695,30/06/2018,06/07/2018,Standard Class,New York City
1272,1273,CA-2017-137729,05/05/2017,09/05/2017,Standard Class,Los Angeles
1273,1274,US-2017-115455,08/09/2017,14/09/2017,Standard Class,Wheeling
1274,1275,CA-2018-128300,24/11/2018,26/11/2018,Second Class,Summerville
1275,1276,CA-2018-149048,13/05/2018,17/05/2018,Standard Class,Columbus
1276,1277,CA-2018-108553,23/04/2018,29/04/2018,Standard Class,New York City
1277,1278,CA-2017-165848,04/06/2017,04/06/2017,Same Day,New York City
1278,1279,CA-2015-112718,16/12/2015,21/12/2015,Standard Class,Jacksonville
1279,1280,CA-2017-154053,04/03/2017,10/03/2017,Standard Class,San Diego
1280,1281,CA-2015-127446,25/11/2015,30/11/2015,Standard Class,Arlington
1281,1282,CA-2017-137204,28/04/2017,05/05/2017,Standard Class,Los Angeles
1282,1283,CA-2015-147298,26/04/2015,03/05/2015,Standard Class,Los Angeles
1283,1284,CA-2018-147942,01/04/2018,05/04/2018,Standard Class,San Francisco
1284,1285,CA-2018-115931,22/12/2018,26/12/2018,Standard Class,Carlsbad
1285,1286,CA-2015-164861,03/12/2015,06/12/2015,Second Class,Saint Louis
1286,1287,CA-2018-127180,22/10/2018,24/10/2018,First Class,New York City
1287,1288,US-2018-165344,13/11/2018,15/11/2018,First Class,Springfield
1288,1289,CA-2016-168186,10/09/2016,15/09/2016,Standard Class,Tulsa
1289,1290,US-2018-110604,15/05/2018,20/05/2018,Standard Class,Seattle
1290,1291,CA-2016-116750,05/07/2016,10/07/2016,Second Class,Fayetteville
1291,1292,CA-2016-162369,15/08/2016,19/08/2016,Standard Class,Los Angeles
1292,1293,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,New York City
1293,1294,CA-2016-169740,20/02/2016,25/02/2016,Standard Class,Hot Springs
1294,1295,CA-2017-124051,29/12/2017,30/12/2017,First Class,Aurora
1295,1296,CA-2017-149111,17/04/2017,21/04/2017,Second Class,Raleigh
1296,1297,CA-2015-131002,07/09/2015,12/09/2015,Second Class,Tulsa
1297,1298,US-2017-146794,26/09/2017,01/10/2017,Standard Class,Hesperia
1298,1299,CA-2018-112515,17/09/2018,21/09/2018,Second Class,Provo
1299,1300,CA-2017-150343,16/08/2017,20/08/2017,Standard Class,San Francisco
1300,1301,CA-2016-135538,24/12/2016,28/12/2016,Standard Class,Gilbert
1301,1302,CA-2018-123372,28/11/2018,02/12/2018,Standard Class,New York City
1302,1303,CA-2018-159604,14/04/2018,15/04/2018,First Class,Springfield
1303,1304,CA-2017-164784,01/05/2017,04/05/2017,First Class,Memphis
1304,1305,CA-2017-111794,01/10/2017,01/10/2017,Same Day,Amarillo
1305,1306,US-2016-139759,25/08/2016,30/08/2016,Standard Class,Los Angeles
1306,1307,CA-2015-126403,09/09/2015,12/09/2015,Second Class,Lowell
1307,1308,CA-2018-136875,03/12/2018,03/12/2018,Same Day,San Diego
1308,1309,CA-2018-132185,27/11/2018,02/12/2018,Standard Class,Asheville
1309,1310,US-2015-160780,21/06/2015,21/06/2015,Same Day,Pueblo
1310,1311,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,Jackson
1311,1312,CA-2018-137085,29/06/2018,06/07/2018,Standard Class,Los Angeles
1312,1313,CA-2017-133123,06/09/2017,11/09/2017,Standard Class,Thomasville
1313,1314,US-2017-128195,04/08/2017,05/08/2017,First Class,Peoria
1314,1315,CA-2016-153220,12/11/2016,14/11/2016,First Class,Los Angeles
1315,1316,CA-2015-123064,30/06/2015,02/07/2015,First Class,Chicago
1316,1317,CA-2018-156412,04/12/2018,08/12/2018,Standard Class,Philadelphia
1317,1318,US-2017-144211,28/08/2017,02/09/2017,Standard Class,Englewood
1318,1319,CA-2017-138079,22/01/2017,28/01/2017,Standard Class,Seattle
1319,1320,CA-2015-143182,15/10/2015,20/10/2015,Standard Class,Hialeah
1320,1321,CA-2017-161662,07/02/2017,09/02/2017,First Class,Lancaster
1321,1322,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,Jacksonville
1322,1323,CA-2015-143413,24/05/2015,30/05/2015,Standard Class,Baltimore
1323,1324,CA-2018-156818,11/07/2018,13/07/2018,Second Class,New York City
1324,1325,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,Carlsbad
1325,1326,CA-2016-121797,30/01/2016,06/02/2016,Standard Class,Los Angeles
1326,1327,US-2016-120572,11/12/2016,15/12/2016,Standard Class,Jacksonville
1327,1328,CA-2018-132430,09/10/2018,11/10/2018,First Class,Lakewood
1328,1329,CA-2018-146031,29/07/2018,01/08/2018,Second Class,Troy
1329,1330,CA-2015-110100,25/04/2015,29/04/2015,Standard Class,Wilmington
1330,1331,CA-2016-103723,01/12/2016,06/12/2016,Standard Class,Seattle
1331,1332,CA-2015-127187,04/12/2015,08/12/2015,Standard Class,New York City
1332,1333,CA-2018-128475,26/08/2018,01/09/2018,Standard Class,Columbus
1333,1334,CA-2015-100006,07/09/2015,13/09/2015,Standard Class,New York City
1334,1335,CA-2018-144827,21/12/2018,27/12/2018,Standard Class,Costa Mesa
1335,1336,CA-2015-110030,06/12/2015,08/12/2015,Second Class,Houston
1336,1337,CA-2015-121286,04/11/2015,08/11/2015,Second Class,Cary
1337,1338,CA-2017-164735,14/04/2017,19/04/2017,Second Class,Alexandria
1338,1339,CA-2015-153479,04/10/2015,08/10/2015,Standard Class,Vallejo
1339,1340,CA-2018-149888,07/11/2018,13/11/2018,Standard Class,Philadelphia
1340,1341,CA-2018-119193,22/12/2018,24/12/2018,First Class,Toledo
1341,1342,CA-2018-104801,13/02/2018,19/02/2018,Standard Class,Seattle
1342,1343,CA-2015-107594,02/07/2015,06/07/2015,Standard Class,Plainfield
1343,1344,CA-2016-129770,21/02/2016,23/02/2016,Second Class,Las Cruces
1344,1345,CA-2016-115798,13/11/2016,19/11/2016,Standard Class,Newark
1345,1346,CA-2018-122707,16/04/2018,18/04/2018,First Class,Hoover
1346,1347,CA-2017-165015,25/02/2017,27/02/2017,Second Class,Newark
1347,1348,CA-2015-149244,04/11/2015,08/11/2015,Standard Class,San Diego
1348,1349,CA-2016-140144,20/06/2016,25/06/2016,Second Class,San Francisco
1349,1350,CA-2018-163321,07/08/2018,11/08/2018,Second Class,Jacksonville
1350,1351,CA-2015-155887,12/05/2015,17/05/2015,Standard Class,Franklin
1351,1352,US-2016-165449,22/11/2016,26/11/2016,Standard Class,Frisco
1352,1353,CA-2016-110247,04/12/2016,08/12/2016,Standard Class,Tallahassee
1353,1354,US-2015-141257,08/06/2015,14/06/2015,Standard Class,Seattle
1354,1355,CA-2015-154669,08/08/2015,11/08/2015,Second Class,Vacaville
1355,1356,CA-2015-158029,26/05/2015,30/05/2015,Standard Class,Los Angeles
1356,1357,CA-2016-155306,17/04/2016,21/04/2016,Standard Class,San Francisco
1357,1358,CA-2017-127775,11/06/2017,13/06/2017,Second Class,New York City
1358,1359,CA-2017-146171,11/03/2017,15/03/2017,Standard Class,Columbus
1359,1360,CA-2015-129574,26/05/2015,29/05/2015,First Class,Murray
1360,1361,CA-2018-126536,12/10/2018,14/10/2018,First Class,San Francisco
1361,1362,CA-2018-165757,22/06/2018,28/06/2018,Standard Class,Philadelphia
1362,1363,CA-2018-167752,15/01/2018,18/01/2018,First Class,Philadelphia
1363,1364,US-2016-122140,02/04/2016,07/04/2016,Standard Class,Dallas
1364,1365,CA-2017-163986,03/09/2017,10/09/2017,Standard Class,Waukesha
1365,1366,CA-2018-158967,10/12/2018,12/12/2018,First Class,Fort Lauderdale
1366,1367,CA-2017-131576,22/11/2017,26/11/2017,Standard Class,Detroit
1367,1368,CA-2018-143455,11/11/2018,18/11/2018,Standard Class,Springfield
1368,1369,CA-2017-144729,21/10/2017,25/10/2017,Standard Class,San Diego
1369,1370,CA-2016-127019,21/12/2016,25/12/2016,Standard Class,Colorado Springs
1370,1371,CA-2016-138534,17/07/2016,19/07/2016,Second Class,Bakersfield
1371,1372,CA-2018-108322,30/04/2018,05/05/2018,Standard Class,Pompano Beach
1372,1373,CA-2018-167668,06/05/2018,08/05/2018,First Class,New York City
1373,1374,CA-2018-146724,20/11/2018,27/11/2018,Standard Class,Lakeville
1374,1375,CA-2017-139878,11/11/2017,16/11/2017,Standard Class,Detroit
1375,1376,US-2017-106677,05/11/2017,10/11/2017,Standard Class,Philadelphia
1376,1377,CA-2017-116974,09/10/2017,15/10/2017,Standard Class,Troy
1377,1378,CA-2016-149972,21/09/2016,23/09/2016,First Class,Los Angeles
1378,1379,US-2015-117744,02/12/2015,06/12/2015,Standard Class,Corpus Christi
1379,1380,CA-2015-125514,21/09/2015,22/09/2015,First Class,Omaha
1380,1381,CA-2015-154599,12/04/2015,17/04/2015,Standard Class,Redondo Beach
1381,1382,CA-2018-158743,20/10/2018,27/10/2018,Standard Class,Little Rock
1382,1383,CA-2017-153318,25/10/2017,28/10/2017,First Class,Miami
1383,1384,US-2016-110163,01/11/2016,04/11/2016,First Class,Salem
1384,1385,CA-2018-143329,03/11/2018,08/11/2018,Standard Class,Las Cruces
1385,1386,CA-2016-159380,12/05/2016,16/05/2016,Standard Class,San Francisco
1386,1387,CA-2016-122623,07/09/2016,11/09/2016,Standard Class,El Paso
1387,1388,CA-2016-148635,25/07/2016,27/07/2016,Second Class,Seattle
1388,1389,CA-2016-135685,16/11/2016,18/11/2016,Second Class,Milwaukee
1389,1390,CA-2016-104626,01/09/2016,08/09/2016,Standard Class,Franklin
1390,1391,CA-2017-160500,05/05/2017,08/05/2017,First Class,Encinitas
1391,1392,CA-2017-100202,31/12/2017,05/01/2018,Standard Class,Anaheim
1392,1393,CA-2018-131016,18/09/2018,20/09/2018,First Class,Arlington
1393,1394,US-2015-112914,25/09/2015,30/09/2015,Standard Class,Houston
1394,1395,CA-2017-124149,23/04/2017,26/04/2017,First Class,Lancaster
1395,1396,CA-2015-148915,01/11/2015,05/11/2015,Standard Class,Portland
1396,1397,CA-2018-134649,26/01/2018,31/01/2018,Second Class,Hoover
1397,1398,CA-2018-110842,11/11/2018,16/11/2018,Standard Class,Los Angeles
1398,1399,CA-2017-147368,09/06/2017,12/06/2017,First Class,Tallahassee
1399,1400,US-2016-104185,03/09/2016,08/09/2016,Second Class,New York City
1400,1401,US-2015-125521,14/03/2015,19/03/2015,Standard Class,Chesapeake
1401,1402,US-2018-135062,31/08/2018,04/09/2018,Second Class,Fayetteville
1402,1403,CA-2018-135650,23/03/2018,27/03/2018,Standard Class,Huntsville
1403,1404,CA-2018-112865,18/05/2018,22/05/2018,Standard Class,Philadelphia
1404,1405,US-2017-162852,27/12/2017,31/12/2017,Standard Class,Woodstock
1405,1406,CA-2018-138163,17/11/2018,20/11/2018,First Class,Everett
1406,1407,CA-2018-152093,10/09/2018,15/09/2018,Standard Class,Chicago
1407,1408,CA-2018-157854,08/04/2018,15/04/2018,Standard Class,Roswell
1408,1409,CA-2017-123617,28/11/2017,03/12/2017,Standard Class,Palm Coast
1409,1410,US-2017-128293,02/06/2017,05/06/2017,First Class,Philadelphia
1410,1411,CA-2018-107342,17/12/2018,22/12/2018,Standard Class,Columbus
1411,1412,CA-2017-136371,19/03/2017,21/03/2017,Second Class,Oceanside
1412,1413,CA-2018-137344,20/08/2018,20/08/2018,Same Day,Franklin
1413,1414,CA-2018-169810,25/07/2018,31/07/2018,Standard Class,Sioux Falls
1414,1415,CA-2017-128594,26/08/2017,29/08/2017,First Class,San Diego
1415,1416,CA-2017-154690,15/08/2017,17/08/2017,Second Class,Fayetteville
1416,1417,CA-2018-138975,19/05/2018,23/05/2018,Standard Class,Atlanta
1417,1418,CA-2018-106537,12/08/2018,17/08/2018,Standard Class,Orlando
1418,1419,US-2018-103828,13/08/2018,13/08/2018,Same Day,San Francisco
1419,1420,CA-2017-115588,10/11/2017,12/11/2017,Second Class,Toledo
1420,1421,CA-2018-143861,12/06/2018,19/06/2018,Standard Class,Saint Petersburg
1421,1422,CA-2015-148040,22/03/2015,26/03/2015,Standard Class,Tucson
1422,1423,CA-2018-135167,15/06/2018,20/06/2018,Standard Class,Los Angeles
1423,1424,CA-2018-137022,16/11/2018,22/11/2018,Standard Class,San Diego
1424,1425,US-2018-102638,29/12/2018,31/12/2018,First Class,New York City
1425,1426,US-2017-167339,21/01/2017,23/01/2017,Second Class,San Diego
1426,1427,CA-2017-152072,15/01/2017,19/01/2017,Standard Class,Westfield
1427,1428,CA-2017-102932,19/09/2017,23/09/2017,Second Class,Orange
1428,1429,CA-2015-165540,21/02/2015,25/02/2015,Standard Class,Woodstock
1429,1430,CA-2017-130799,11/11/2017,16/11/2017,Second Class,San Francisco
1430,1431,CA-2017-164483,30/01/2017,03/02/2017,Standard Class,San Francisco
1431,1432,US-2017-159856,18/10/2017,22/10/2017,Standard Class,Tempe
1432,1433,CA-2018-102099,18/12/2018,19/12/2018,First Class,Los Angeles
1433,1434,CA-2018-164049,02/11/2018,06/11/2018,Standard Class,Seattle
1434,1435,CA-2015-142727,29/04/2015,01/05/2015,Second Class,Lake Charles
1435,1436,CA-2018-139913,23/10/2018,29/10/2018,Standard Class,Rochester
1436,1437,CA-2015-169033,30/03/2015,03/04/2015,Standard Class,Long Beach
1437,1438,US-2017-164630,04/01/2017,09/01/2017,Standard Class,Charlotte
1438,1439,US-2016-114839,26/04/2016,30/04/2016,Standard Class,Houston
1439,1440,CA-2016-166464,12/09/2016,17/09/2016,Standard Class,New York City
1440,1441,CA-2018-124898,11/09/2018,15/09/2018,Standard Class,Columbus
1441,1442,CA-2017-164035,12/06/2017,17/06/2017,Standard Class,Chicago
1442,1443,CA-2017-153577,27/06/2017,01/07/2017,Standard Class,Highland Park
1443,1444,CA-2015-127586,26/09/2015,30/09/2015,Standard Class,Seattle
1444,1445,CA-2018-121615,03/11/2018,09/11/2018,Standard Class,Eagan
1445,1446,CA-2018-166415,19/02/2018,23/02/2018,Standard Class,Seattle
1446,1447,CA-2016-118444,05/11/2016,09/11/2016,Standard Class,Coral Springs
1447,1448,CA-2015-113929,16/06/2015,21/06/2015,Standard Class,Hempstead
1448,1449,CA-2016-134747,12/10/2016,17/10/2016,Second Class,Noblesville
1449,1450,CA-2018-155047,27/08/2018,30/08/2018,First Class,Dallas
1450,1451,CA-2017-160129,23/11/2017,23/11/2017,Same Day,Philadelphia
1451,1452,CA-2018-164329,30/01/2018,30/01/2018,Same Day,San Francisco
1452,1453,US-2016-141453,30/11/2016,03/12/2016,Second Class,Austin
1453,1454,CA-2015-156993,28/06/2015,04/07/2015,Standard Class,Detroit
1454,1455,CA-2015-157721,02/09/2015,05/09/2015,First Class,Watertown
1455,1456,CA-2018-128629,10/07/2018,14/07/2018,Second Class,Columbus
1456,1457,CA-2018-158106,04/06/2018,10/06/2018,Standard Class,Apple Valley
1457,1458,US-2018-120390,19/10/2018,26/10/2018,Standard Class,Burlington
