,cod_prod,Product Name,Product ID,Sub-Category,Category
1494,1495,DAX Clear Channel Poster Frame,FUR-FU-10004666,Furnishings,Furniture
1495,1496,#10 Self-Seal White Envelopes,OFF-EN-10002312,Envelopes,Office Supplies
1496,1497,Hon Pagoda Stacking Chairs,FUR-CH-10002320,Chairs,Furniture
1497,1498,Newell 339,OFF-AR-10001216,Art,Office Supplies
1498,1499,36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Furnishings,Furniture
1499,1500,Anderson Hickey Conga Table Tops & Accessories,FUR-TA-10003837,Tables,Furniture
1500,1501,Apple EarPods with Remote and Mic,TEC-PH-10002350,Phones,Technology
1501,1502,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",TEC-AC-10000397,Accessories,Technology
1502,1503,Logitech Wireless Headset H600 Over-The-Head Design,TEC-AC-10004001,Accessories,Technology
1503,1504,Xerox 230,OFF-PA-10001534,Paper,Office Supplies
1504,1505,Eldon Econocleat Chair Mats for Low Pile Carpets,FUR-FU-10002379,Furnishings,Furniture
1505,1506,Vtech CS6719,TEC-PH-10000526,Phones,Technology
1506,1507,Xerox 194,OFF-PA-10001977,Paper,Office Supplies
1507,1508,"Bush Cubix Collection Bookcases, Fully Assembled",FUR-BO-10003660,Bookcases,Furniture
1508,1509,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",OFF-BI-10001267,Binders,Office Supplies
1509,1510,Xerox 1980,OFF-PA-10002741,Paper,Office Supplies
1510,1511,Strathmore Photo Frame Cards,OFF-PA-10001471,Paper,Office Supplies
1511,1512,Okidata C331dn Printer,TEC-MA-10001972,Machines,Technology
1512,1513,"Seth Thomas 8 1/2"" Cubicle Clock",FUR-FU-10003464,Furnishings,Furniture
1513,1514,Aastra 6757i CT Wireless VoIP phone,TEC-PH-10002200,Phones,Technology
1514,1515,Xerox 1907,OFF-PA-10004438,Paper,Office Supplies
1515,1516,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,FUR-FU-10004586,Furnishings,Furniture
1516,1517,Panasonic KX TS3282W Corded phone,TEC-PH-10004908,Phones,Technology
1517,1518,"Global Leather and Oak Executive Chair, Black",FUR-CH-10004495,Chairs,Furniture
1518,1519,Cubify CubeX 3D Printer Double Head Print,TEC-MA-10000418,Machines,Technology
1519,1520,Ibico Ibimaster 300 Manual Binding System,OFF-BI-10004600,Binders,Office Supplies
1520,1521,Wilson Jones Impact Binders,OFF-BI-10004040,Binders,Office Supplies
1521,1522,Newell 34,OFF-AR-10001615,Art,Office Supplies
1522,1523,Polycom CX300 Desktop Phone USB VoIP phone,TEC-PH-10001299,Phones,Technology
1523,1524,Boston 1799 Powerhouse Electric Pencil Sharpener,OFF-AR-10004260,Art,Office Supplies
1524,1525,Staple envelope,OFF-EN-10004773,Envelopes,Office Supplies
1525,1526,Wilson Jones Four-Pocket Poly Binders,OFF-BI-10001787,Binders,Office Supplies
1526,1527,Sterilite Show Offs Storage Containers,OFF-ST-10002957,Storage,Office Supplies
1527,1528,"Alliance Super-Size Bands, Assorted Sizes",OFF-FA-10001883,Fasteners,Office Supplies
1528,1529,"BlueLounge Milo Smartphone Stand, White/Metallic",TEC-PH-10001644,Phones,Technology
1529,1530,Avery White Multi-Purpose Labels,OFF-LA-10000407,Labels,Office Supplies
1530,1531,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,TEC-AC-10000420,Accessories,Technology
1531,1532,Letter or Legal Size Expandable Poly String Tie Envelopes,OFF-EN-10004846,Envelopes,Office Supplies
1532,1533,Stiletto Hand Letter Openers,OFF-SU-10003567,Supplies,Office Supplies
1533,1534,Tennsco Commercial Shelving,OFF-ST-10002301,Storage,Office Supplies
1534,1535,Samsung HM1900 Bluetooth Headset,TEC-PH-10003095,Phones,Technology
1535,1536,Cisco SPA112 2 Port Phone Adapter,TEC-PH-10004912,Phones,Technology
1536,1537,Col-Erase Pencils with Erasers,OFF-AR-10000799,Art,Office Supplies
1537,1538,Xerox 221,OFF-PA-10004609,Paper,Office Supplies
1538,1539,Plantronics Encore H101 Dual Earpieces Headset,TEC-PH-10003171,Phones,Technology
1539,1540,Disposable Triple-Filter Dust Bags,OFF-AP-10000595,Appliances,Office Supplies
1540,1541,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,TEC-AC-10003399,Accessories,Technology
1541,1542,Fellowes Powershred HS-440 4-Sheet High Security Shredder,TEC-MA-10002428,Machines,Technology
1542,1543,Motorola Droid Maxx,TEC-PH-10001128,Phones,Technology
1543,1544,Xerox 1893,OFF-PA-10001033,Paper,Office Supplies
1544,1545,Kensington Expert Mouse Optical USB Trackball for PC or Mac,TEC-AC-10000474,Accessories,Technology
1545,1546,"Master Caster Door Stop, Gray",FUR-FU-10002963,Furnishings,Furniture
1546,1547,Tenex Chairmats For Use with Hard Floors,FUR-FU-10000193,Furnishings,Furniture
1547,1548,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",OFF-BI-10000962,Binders,Office Supplies
1548,1549,Fellowes Command Center 5-outlet power strip,OFF-AP-10002867,Appliances,Office Supplies
1549,1550,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",FUR-BO-10002916,Bookcases,Furniture
1550,1551,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",FUR-TA-10004152,Tables,Furniture
1551,1552,"Executive Impressions 10"" Spectator Wall Clock",FUR-FU-10000672,Furnishings,Furniture
1552,1553,"Hon Metal Bookcases, Putty",FUR-BO-10002598,Bookcases,Furniture
1553,1554,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",OFF-ST-10004950,Storage,Office Supplies
1554,1555,Xerox 1900,OFF-PA-10004610,Paper,Office Supplies
1555,1556,OIC Stacking Trays,FUR-FU-10000320,Furnishings,Furniture
1556,1557,"Global Armless Task Chair, Royal Blue",FUR-CH-10003535,Chairs,Furniture
1557,1558,Eldon Executive Woodline II Cherry Finish Desk Accessories,FUR-FU-10003919,Furnishings,Furniture
1558,1559,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",OFF-PA-10000174,Paper,Office Supplies
1559,1560,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",FUR-FU-10002703,Furnishings,Furniture
1560,1561,Polycom VoiceStation 500 Conference phone,TEC-PH-10002415,Phones,Technology
1561,1562,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",OFF-AR-10000657,Art,Office Supplies
1562,1563,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",OFF-PA-10004996,Paper,Office Supplies
1563,1564,Xerox 204,OFF-PA-10003363,Paper,Office Supplies
1564,1565,KeyTronic E03601U1 - Keyboard - Beige,TEC-AC-10002305,Accessories,Technology
1565,1566,Imation Bio 2GB USB Flash Drive Imation Corp,TEC-AC-10000990,Accessories,Technology
1566,1567,"Hon Metal Bookcases, Black",FUR-BO-10001608,Bookcases,Furniture
1567,1568,"Bush Birmingham Collection Bookcase, Dark Cherry",FUR-BO-10000112,Bookcases,Furniture
1568,1569,AT&T 1080 Phone,TEC-PH-10004120,Phones,Technology
1569,1570,Avery Metallic Poly Binders,OFF-BI-10003476,Binders,Office Supplies
1570,1571,Ativa MDM8000 8-Sheet Micro-Cut Shredder,TEC-MA-10002859,Machines,Technology
1571,1572,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,OFF-AP-10001947,Appliances,Office Supplies
1572,1573,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,OFF-LA-10001982,Labels,Office Supplies
1573,1574,Ooma Telo VoIP Home Phone System,TEC-PH-10003484,Phones,Technology
1574,1575,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",OFF-PA-10000007,Paper,Office Supplies
1575,1576,Xerox 200,OFF-PA-10000552,Paper,Office Supplies
1576,1577,Okidata MB491 Multifunction Printer,TEC-MA-10001148,Machines,Technology
1577,1578,Staples in misc. colors,OFF-AR-10004062,Art,Office Supplies
1578,1579,Akro Stacking Bins,OFF-ST-10000321,Storage,Office Supplies
1579,1580,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",OFF-AR-10001149,Art,Office Supplies
1580,1581,Rosewill 107 Normal Keys USB Wired Standard Keyboard,TEC-AC-10002134,Accessories,Technology
1581,1582,PayAnywhere Card Reader,TEC-PH-10004071,Phones,Technology
1582,1583,Xerox 1882,OFF-PA-10004039,Paper,Office Supplies
1583,1584,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",TEC-AC-10002550,Accessories,Technology
1584,1585,Boston Home & Office Model 2000 Electric Pencil Sharpeners,OFF-AR-10001725,Art,Office Supplies
1585,1586,Newell 31,OFF-AR-10004269,Art,Office Supplies
1586,1587,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",OFF-BI-10003007,Binders,Office Supplies
1587,1588,Xerox 1966,OFF-PA-10002195,Paper,Office Supplies
1588,1589,Acme Kleen Earth Office Shears,OFF-SU-10002522,Supplies,Office Supplies
1589,1590,"Maxell Pro 80 Minute CD-R, 10/Pack",TEC-AC-10004859,Accessories,Technology
1590,1591,Imation Swivel Flash Drive USB flash drive - 8 GB,TEC-AC-10002558,Accessories,Technology
1591,1592,Acrylic Self-Standing Desk Frames,FUR-FU-10001731,Furnishings,Furniture
1592,1593,"Elite 5"" Scissors",OFF-SU-10004782,Supplies,Office Supplies
1593,1594,Acco Side-Punched Conventional Columnar Pads,OFF-SU-10000432,Supplies,Office Supplies
1594,1595,Avery 492,OFF-LA-10004409,Labels,Office Supplies
1595,1596,Adjustable Personal File Tote,OFF-ST-10001031,Storage,Office Supplies
1596,1597,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",OFF-LA-10000476,Labels,Office Supplies
1597,1598,Prismacolor Color Pencil Set,OFF-AR-10002987,Art,Office Supplies
1598,1599,Sharp 1540cs Digital Laser Copier,TEC-CO-10001571,Copiers,Technology
1599,1600,"Eldon Regeneration Recycled Desk Accessories, Black",FUR-FU-10003026,Furnishings,Furniture
1600,1601,Eldon File Chest Portable File,OFF-ST-10001034,Storage,Office Supplies
1601,1602,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",TEC-AC-10000521,Accessories,Technology
1602,1603,Letter Slitter,OFF-SU-10003002,Supplies,Office Supplies
1603,1604,Samsung Galaxy S4 Active,TEC-PH-10000730,Phones,Technology
1604,1605,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,FUR-CH-10004983,Chairs,Furniture
1605,1606,"Acco Banker's Clasps, 5 3/4""-Long",OFF-FA-10001332,Fasteners,Office Supplies
1606,1607,Logitech Wireless Anywhere Mouse MX for PC and Mac,TEC-AC-10001874,Accessories,Technology
1607,1608,Acco Economy Flexible Poly Round Ring Binder,OFF-BI-10000494,Binders,Office Supplies
1608,1609,Balt Split Level Computer Training Table,FUR-TA-10003469,Tables,Furniture
1609,1610,Dixon Ticonderoga Core-Lock Colored Pencils,OFF-AR-10003179,Art,Office Supplies
1610,1611,SAFCO Folding Chair Trolley,FUR-CH-10003606,Chairs,Furniture
1611,1612,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",FUR-CH-10003298,Chairs,Furniture
1612,1613,Avery 515,OFF-LA-10003537,Labels,Office Supplies
1613,1614,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",OFF-PA-10000069,Paper,Office Supplies
1614,1615,"Executive Impressions 13"" Chairman Wall Clock",FUR-FU-10004017,Furnishings,Furniture
1615,1616,Things To Do Today Spiral Book,OFF-PA-10004733,Paper,Office Supplies
1616,1617,Logitech Illuminated Ultrathin Keyboard with Backlighting,TEC-AC-10004814,Accessories,Technology
1617,1618,Serrated Blade or Curved Handle Hand Letter Openers,OFF-SU-10002301,Supplies,Office Supplies
1618,1619,Ibico EB-19 Dual Function Manual Binding System,OFF-BI-10004318,Binders,Office Supplies
1619,1620,"Eldon 300 Class Desk Accessories, Black",FUR-FU-10004164,Furnishings,Furniture
1620,1621,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,TEC-AC-10001539,Accessories,Technology
1621,1622,LG Exalt,TEC-PH-10002789,Phones,Technology
1622,1623,GBC Poly Designer Binding Covers,OFF-BI-10004828,Binders,Office Supplies
1623,1624,Economy #2 Pencils,OFF-AR-10001770,Art,Office Supplies
1624,1625,"Eldon ""L"" Workstation Diamond Chairmat",FUR-FU-10004904,Furnishings,Furniture
1625,1626,"DAX Copper Panel Document Frame, 5 x 7 Size",FUR-FU-10002396,Furnishings,Furniture
1626,1627,"Maxell 74 Minute CDR, 10/Pack",TEC-AC-10002331,Accessories,Technology
1627,1628,Micro Innovations Wireless Classic Keyboard with Mouse,TEC-AC-10001090,Accessories,Technology
1628,1629,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",FUR-BO-10004218,Bookcases,Furniture
1629,1630,LG G3,TEC-PH-10001619,Phones,Technology
1630,1631,Riverleaf Stik-Withit Designer Note Cubes,OFF-PA-10000246,Paper,Office Supplies
1631,1632,HP Office Paper (20Lb. and 87 Bright),OFF-PA-10001461,Paper,Office Supplies
1632,1633,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",OFF-AR-10004165,Art,Office Supplies
1633,1634,Staple envelope,OFF-EN-10001028,Envelopes,Office Supplies
1634,1635,RCA ViSYS 25423RE1 Corded phone,TEC-PH-10003535,Phones,Technology
1635,1636,3M Polarizing Light Filter Sleeves,FUR-FU-10001085,Furnishings,Furniture
1636,1637,Newell 348,OFF-AR-10003481,Art,Office Supplies
1637,1638,Xerox 1928,OFF-PA-10002606,Paper,Office Supplies
1638,1639,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",FUR-FU-10003731,Furnishings,Furniture
1639,1640,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,OFF-AP-10001962,Appliances,Office Supplies
1640,1641,"Ultra Door Kickplate, 8""H x 34""W",FUR-FU-10003798,Furnishings,Furniture
1641,1642,Boston 1900 Electric Pencil Sharpener,OFF-AR-10002704,Art,Office Supplies
1642,1643,WD My Passport Ultra 1TB Portable External Hard Drive,TEC-AC-10002942,Accessories,Technology
1643,1644,Canon PC170 Desktop Personal Copier,TEC-MA-10001016,Machines,Technology
1644,1645,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",TEC-AC-10001553,Accessories,Technology
1645,1646,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",FUR-FU-10001215,Furnishings,Furniture
1646,1647,Xerox 1890,OFF-PA-10002499,Paper,Office Supplies
1647,1648,Jackery Bar Premium Fast-charging Portable Charger,TEC-PH-10003215,Phones,Technology
1648,1649,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",OFF-LA-10002945,Labels,Office Supplies
1649,1650,Prang Drawing Pencil Set,OFF-AR-10002766,Art,Office Supplies
1650,1651,Cisco IP Phone 7961G VoIP phone - Dark gray,TEC-PH-10004434,Phones,Technology
1651,1652,"Hon Metal Bookcases, Gray",FUR-BO-10000711,Bookcases,Furniture
1652,1653,Ibico EPK-21 Electric Binding System,OFF-BI-10001120,Binders,Office Supplies
1653,1654,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",OFF-AP-10004655,Appliances,Office Supplies
1654,1655,Rush Hierlooms Collection Rich Wood Bookcases,FUR-BO-10004360,Bookcases,Furniture
1655,1656,Kingston Digital DataTraveler 8GB USB 2.0,TEC-AC-10000199,Accessories,Technology
1656,1657,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",TEC-MA-10001127,Machines,Technology
1657,1658,Newell 338,OFF-AR-10001227,Art,Office Supplies
1658,1659,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,FUR-CH-10000229,Chairs,Furniture
1659,1660,O'Sullivan 5-Shelf Heavy-Duty Bookcases,FUR-BO-10002853,Bookcases,Furniture
1660,1661,Hammermill Color Copier Paper (28Lb. and 96 Bright),OFF-PA-10004022,Paper,Office Supplies
1661,1662,Xerox 1990,OFF-PA-10004248,Paper,Office Supplies
1662,1663,Xerox 1933,OFF-PA-10001363,Paper,Office Supplies
1663,1664,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",OFF-BI-10003876,Binders,Office Supplies
1664,1665,Park Ridge Embossed Executive Business Envelopes,OFF-EN-10004007,Envelopes,Office Supplies
1665,1666,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",FUR-BO-10003894,Bookcases,Furniture
1666,1667,Cisco Desktop Collaboration Experience DX650 IP Video Phone,TEC-MA-10001570,Machines,Technology
1667,1668,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,FUR-FU-10003930,Furnishings,Furniture
1668,1669,Xerox 1975,OFF-PA-10000232,Paper,Office Supplies
1669,1670,Newell 323,OFF-AR-10001972,Art,Office Supplies
1670,1671,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",OFF-AR-10004587,Art,Office Supplies
1671,1672,Staple holder,OFF-AP-10001366,Appliances,Office Supplies
1672,1673,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",OFF-BI-10000216,Binders,Office Supplies
1673,1674,"3D Systems Cube Printer, 2nd Generation, Magenta",TEC-MA-10001047,Machines,Technology
1674,1675,Avery 487,OFF-LA-10003720,Labels,Office Supplies
1675,1676,Hewlett-Packard Deskjet D4360 Printer,TEC-MA-10003246,Machines,Technology
1676,1677,DAX Wood Document Frame.,FUR-FU-10000175,Furnishings,Furniture
1677,1678,Xerox 208,OFF-PA-10000556,Paper,Office Supplies
1678,1679,Memorex Micro Travel Drive 4 GB,TEC-AC-10003237,Accessories,Technology
1679,1680,#6 3/4 Gummed Flap White Envelopes,OFF-EN-10003068,Envelopes,Office Supplies
1680,1681,DAX Two-Tone Silver Metal Document Frame,FUR-FU-10004053,Furnishings,Furniture
1681,1682,Easy-staple paper,OFF-PA-10000565,Paper,Office Supplies
1682,1683,Avery 503,OFF-LA-10000414,Labels,Office Supplies
1683,1684,Holmes 99% HEPA Air Purifier,OFF-AP-10002998,Appliances,Office Supplies
1684,1685,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,FUR-BO-10004690,Bookcases,Furniture
1685,1686,SANFORD Major Accent Highlighters,OFF-AR-10002445,Art,Office Supplies
1686,1687,Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Bookcases,Furniture
1687,1688,Global Adaptabilities Conference Tables,FUR-TA-10003392,Tables,Furniture
1688,1689,Newell 316,OFF-AR-10003217,Art,Office Supplies
1689,1690,Fellowes Staxonsteel Drawer Files,OFF-ST-10001932,Storage,Office Supplies
1690,1691,Avery Hi-Liter Smear-Safe Highlighters,OFF-AR-10001761,Art,Office Supplies
1691,1692,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",OFF-EN-10003567,Envelopes,Office Supplies
1692,1693,Xerox 1992,OFF-PA-10003022,Paper,Office Supplies
1693,1694,Riverside Furniture Stanwyck Manor Table Series,FUR-TA-10004442,Tables,Furniture
1694,1695,Fellowes Recycled Storage Drawers,OFF-ST-10000129,Storage,Office Supplies
1695,1696,Xerox 190,OFF-PA-10004948,Paper,Office Supplies
1696,1697,Xerox 1892,OFF-PA-10001725,Paper,Office Supplies
1697,1698,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,TEC-PH-10000213,Phones,Technology
1698,1699,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",OFF-PA-10000807,Paper,Office Supplies
1699,1700,"24 Capacity Maxi Data Binder Racks, Pearl",OFF-ST-10003805,Storage,Office Supplies
1700,1701,Southworth 25% Cotton Premium Laser Paper and Envelopes,OFF-PA-10004353,Paper,Office Supplies
1701,1702,Multimedia Mailers,OFF-EN-10004206,Envelopes,Office Supplies
1702,1703,Avery 5,OFF-LA-10003388,Labels,Office Supplies
1703,1704,Jensen SMPS-640 - speaker phone,TEC-PH-10000193,Phones,Technology
1704,1705,"Master Caster Door Stop, Large Brown",FUR-FU-10002111,Furnishings,Furniture
1705,1706,Fellowes Desktop Hanging File Manager,OFF-ST-10000885,Storage,Office Supplies
1706,1707,Xerox 1956,OFF-PA-10002709,Paper,Office Supplies
1707,1708,Nu-Dell Oak Frame,FUR-FU-10003424,Furnishings,Furniture
1708,1709,GBC Therma-A-Bind 250T Electric Binding System,OFF-BI-10003718,Binders,Office Supplies
1709,1710,Document Clip Frames,FUR-FU-10002508,Furnishings,Furniture
1710,1711,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",OFF-AP-10004052,Appliances,Office Supplies
1711,1712,Xerox 1937,OFF-PA-10003134,Paper,Office Supplies
1712,1713,"DAX Cubicle Frames, 8-1/2 x 11",FUR-FU-10000719,Furnishings,Furniture
1713,1714,Sauder Camden County Collection Library,FUR-BO-10003893,Bookcases,Furniture
1714,1715,Canon PC-428 Personal Copier,TEC-CO-10001943,Copiers,Technology
1715,1716,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,FUR-CH-10000749,Chairs,Furniture
1716,1717,Xerox 1917,OFF-PA-10003228,Paper,Office Supplies
1717,1718,SanDisk Cruzer 16 GB USB Flash Drive,TEC-AC-10001542,Accessories,Technology
1718,1719,Imation 30456 USB Flash Drive 8GB,TEC-AC-10004877,Accessories,Technology
1719,1720,Panasonic KX TS208W Corded phone,TEC-PH-10001305,Phones,Technology
1720,1721,Xerox 19,OFF-PA-10000483,Paper,Office Supplies
1721,1722,SanDisk Cruzer 4 GB USB Flash Drive,TEC-AC-10000487,Accessories,Technology
1722,1723,AmazonBasics 3-Button USB Wired Mouse,TEC-AC-10002018,Accessories,Technology
1723,1724,14-7/8 x 11 Blue Bar Computer Printout Paper,OFF-PA-10004381,Paper,Office Supplies
1724,1725,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",OFF-EN-10001453,Envelopes,Office Supplies
1725,1726,Kleencut Forged Office Shears by Acme United Corporation,OFF-SU-10001212,Supplies,Office Supplies
1726,1727,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",OFF-BI-10000201,Binders,Office Supplies
1727,1728,Logitech Keyboard K120,TEC-AC-10004396,Accessories,Technology
1728,1729,Xerox 1932,OFF-PA-10001166,Paper,Office Supplies
1729,1730,Dixon Ticonderoga Pencils,OFF-AR-10002467,Art,Office Supplies
1730,1731,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",FUR-FU-10002813,Furnishings,Furniture
1731,1732,Texas Instrument TI-15 Fraction Calculator,TEC-MA-10000752,Machines,Technology
1732,1733,"Deflect-o EconoMat Nonstudded, No Bevel Mat",FUR-FU-10004845,Furnishings,Furniture
1733,1734,OIC Thumb-Tacks,OFF-FA-10000840,Fasteners,Office Supplies
1734,1735,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",OFF-AR-10001231,Art,Office Supplies
1735,1736,PNY Rapid USB Car Charger - Black,TEC-PH-10004875,Phones,Technology
1736,1737,Hon Every-Day Chair Series Swivel Task Chairs,FUR-CH-10001802,Chairs,Furniture
1737,1738,"SmartStand Mobile Device Holder, Assorted Colors",TEC-PH-10003356,Phones,Technology
1738,1739,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,OFF-AP-10002670,Appliances,Office Supplies
1739,1740,Staples,OFF-FA-10003485,Fasteners,Office Supplies
1740,1741,Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Appliances,Office Supplies
1741,1742,Easy-staple paper,OFF-PA-10002764,Paper,Office Supplies
1742,1743,Astroparche Fine Business Paper,OFF-PA-10000143,Paper,Office Supplies
1743,1744,Zebra ZM400 Thermal Label Printer,TEC-MA-10000045,Machines,Technology
1744,1745,Letter Size File,OFF-ST-10000136,Storage,Office Supplies
1745,1746,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,TEC-PH-10004522,Phones,Technology
1746,1747,Samsung Galaxy S4,TEC-PH-10002584,Phones,Technology
1747,1748,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,FUR-CH-10004626,Chairs,Furniture
1748,1749,Samsung Convoy 3,TEC-PH-10000562,Phones,Technology
1749,1750,"Eldon Imàge Series Desk Accessories, Clear",FUR-FU-10001025,Furnishings,Furniture
1750,1751,Avery 491,OFF-LA-10004178,Labels,Office Supplies
1751,1752,Xerox 209,OFF-PA-10003797,Paper,Office Supplies
1752,1753,"Peel & Seel Recycled Catalog Envelopes, Brown",OFF-EN-10003448,Envelopes,Office Supplies
1753,1754,Avanti 1.7 Cu. Ft. Refrigerator,OFF-AP-10000938,Appliances,Office Supplies
1754,1755,Acme Design Stainless Steel Bent Scissors,OFF-SU-10004737,Supplies,Office Supplies
1755,1756,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",FUR-TA-10001691,Tables,Furniture
1756,1757,Hewlett-Packard 300S Scientific Calculator,TEC-MA-10003173,Machines,Technology
1757,1758,Avery 495,OFF-LA-10000305,Labels,Office Supplies
1758,1759,iOttie HLCRIO102 Car Mount,TEC-PH-10002583,Phones,Technology
1759,1760,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",OFF-AR-10003876,Art,Office Supplies
1760,1761,Eldon 500 Class Desk Accessories,FUR-FU-10004864,Furnishings,Furniture
1761,1762,EcoTones Memo Sheets,OFF-PA-10003063,Paper,Office Supplies
1762,1763,Xerox 1906,OFF-PA-10003302,Paper,Office Supplies
1763,1764,Texas Instruments TI-34 Scientific Calculator,TEC-MA-10000423,Machines,Technology
1764,1765,Standard Line “While You Were Out” Hardbound Telephone Message Book,OFF-PA-10003022,Paper,Office Supplies
1765,1766,Kingston Digital DataTraveler 64GB USB 2.0,TEC-AC-10004992,Accessories,Technology
1766,1767,GBC VeloBinder Strips,OFF-BI-10004099,Binders,Office Supplies
1767,1768,Xerox 1963,OFF-PA-10001215,Paper,Office Supplies
1768,1769,Logitech Z-906 Speaker sys - home theater - 5.1-CH,TEC-AC-10003870,Accessories,Technology
1769,1770,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",OFF-AP-10000275,Appliances,Office Supplies
1770,1771,Luxo Adjustable Task Clamp Lamp,FUR-FU-10003192,Furnishings,Furniture
1771,1772,Unpadded Memo Slips,OFF-PA-10000859,Paper,Office Supplies
1772,1773,Barrel Sharpener,OFF-AR-10000614,Art,Office Supplies
1773,1774,Acco Glide Clips,OFF-FA-10000089,Fasteners,Office Supplies
1774,1775,"Bush Cubix Conference Tables, Fully Assembled",FUR-TA-10001771,Tables,Furniture
1775,1776,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",FUR-CH-10002044,Chairs,Furniture
1776,1777,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,TEC-PH-10001795,Phones,Technology
1777,1778,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",FUR-TA-10001086,Tables,Furniture
1778,1779,Xerox 20,OFF-PA-10000048,Paper,Office Supplies
1779,1780,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",TEC-MA-10002109,Machines,Technology
1780,1781,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",OFF-PA-10003036,Paper,Office Supplies
1781,1782,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,TEC-PH-10001870,Phones,Technology
1782,1783,"Iris 3-Drawer Stacking Bin, Black",OFF-ST-10002182,Storage,Office Supplies
